row_id,split,match_name,question,market_type,metric,threshold,period,team,opponent,team_normalized,opponent_normalized,label,home_elo_before,away_elo_before,elo_diff,abs_elo_diff,expected_home_score,home_fifa_points,away_fifa_points,fifa_points_diff,match_weight,neutral,home_confederation_weight,away_confederation_weight,home_last_5_points,away_last_5_points,last_5_points_diff,home_last_10_points,away_last_10_points,last_10_points_diff,home_last_5_goals_for,away_last_5_goals_for,last_5_goals_for_diff,home_last_5_goals_against,away_last_5_goals_against,last_5_goals_against_diff,home_last_10_win_rate,away_last_10_win_rate,last_10_win_rate_diff,home_weighted_points_per_match,away_weighted_points_per_match,weighted_points_per_match_diff,home_weighted_goal_diff_per_match,away_weighted_goal_diff_per_match,weighted_goal_diff_per_match_diff,home_matches_last_365_days,away_matches_last_365_days,matches_last_365_days_diff,stat_home_win_probability,stat_away_win_probability,stat_over_2_5_probability,stat_btts_probability,stat_home_scores_1_plus_probability,stat_away_scores_1_plus_probability,team_current_tournament_matches,team_current_tournament_points_per_match,team_current_tournament_goal_difference_per_match,opponent_current_tournament_matches,opponent_current_tournament_points_per_match,opponent_current_tournament_goal_difference_per_match
991f4aed-bd68-495b-a486-5777c6696e09,current_unlabeled,ARG vs AUT,Will Argentina have 6 or more shots on target?,team_metric_over,shots_on_target,6,match,Argentina,Austria,argentina,austria,,1883.4,1610.47,272.93000000000006,272.93000000000006,0.8279419856446318,1877.27,1597.4,279.8699999999999,1.45,1.0,1.0,1.0,15.0,13.0,2.0,27.0,25.0,2.0,3.0,2.2,0.7999999999999998,0.2,0.6,-0.39999999999999997,0.9,0.8,0.09999999999999998,1.5049868421052632,1.0160972222222222,0.488889619883041,0.9576973684210526,0.5233055555555555,0.4343918128654971,30.0,28.0,2.0,0.6782268922644844,0.14094510773551566,0.4992682801916166,0.38837222222222223,0.8799461538461539,0.46005384615384615,0,0.0,0.0,0,0.0,0.0
d5280dd9-1186-4445-a989-24af39d0b713,current_unlabeled,ARG vs AUT,Will Argentina score in the second half?,team_score_in_period,goals,1,second_half,Argentina,Austria,argentina,austria,,1883.4,1610.47,272.93000000000006,272.93000000000006,0.8279419856446318,1877.27,1597.4,279.8699999999999,1.45,1.0,1.0,1.0,15.0,13.0,2.0,27.0,25.0,2.0,3.0,2.2,0.7999999999999998,0.2,0.6,-0.39999999999999997,0.9,0.8,0.09999999999999998,1.5049868421052632,1.0160972222222222,0.488889619883041,0.9576973684210526,0.5233055555555555,0.4343918128654971,30.0,28.0,2.0,0.6782268922644844,0.14094510773551566,0.4992682801916166,0.38837222222222223,0.8799461538461539,0.46005384615384615,0,0.0,0.0,0,0.0,0.0
2e319b9e-222b-42d3-899a-c02ebb50a02a,current_unlabeled,ARG vs AUT,Will Argentina win the match?,match_winner,goals,,match,Argentina,Austria,argentina,austria,,1883.4,1610.47,272.93000000000006,272.93000000000006,0.8279419856446318,1877.27,1597.4,279.8699999999999,1.45,1.0,1.0,1.0,15.0,13.0,2.0,27.0,25.0,2.0,3.0,2.2,0.7999999999999998,0.2,0.6,-0.39999999999999997,0.9,0.8,0.09999999999999998,1.5049868421052632,1.0160972222222222,0.488889619883041,0.9576973684210526,0.5233055555555555,0.4343918128654971,30.0,28.0,2.0,0.6782268922644844,0.14094510773551566,0.4992682801916166,0.38837222222222223,0.8799461538461539,0.46005384615384615,0,0.0,0.0,0,0.0,0.0
9042bb3c-faa7-424d-b217-f75c8da0bb93,current_unlabeled,ARG vs AUT,Will Austria be caught offside 2 or more times?,team_metric_over,offsides,2,match,Austria,Argentina,austria,argentina,,1883.4,1610.47,272.93000000000006,272.93000000000006,0.8279419856446318,1877.27,1597.4,279.8699999999999,1.45,1.0,1.0,1.0,15.0,13.0,2.0,27.0,25.0,2.0,3.0,2.2,0.7999999999999998,0.2,0.6,-0.39999999999999997,0.9,0.8,0.09999999999999998,1.5049868421052632,1.0160972222222222,0.488889619883041,0.9576973684210526,0.5233055555555555,0.4343918128654971,30.0,28.0,2.0,0.6782268922644844,0.14094510773551566,0.4992682801916166,0.38837222222222223,0.8799461538461539,0.46005384615384615,0,0.0,0.0,0,0.0,0.0
f52f7be4-737e-4fde-ae53-5012c89da082,current_unlabeled,ARG vs AUT,Will Austria finish with more corner kicks than Argentina?,team_metric_more_than_opponent,corners,,match,Austria,Argentina,austria,argentina,,1883.4,1610.47,272.93000000000006,272.93000000000006,0.8279419856446318,1877.27,1597.4,279.8699999999999,1.45,1.0,1.0,1.0,15.0,13.0,2.0,27.0,25.0,2.0,3.0,2.2,0.7999999999999998,0.2,0.6,-0.39999999999999997,0.9,0.8,0.09999999999999998,1.5049868421052632,1.0160972222222222,0.488889619883041,0.9576973684210526,0.5233055555555555,0.4343918128654971,30.0,28.0,2.0,0.6782268922644844,0.14094510773551566,0.4992682801916166,0.38837222222222223,0.8799461538461539,0.46005384615384615,0,0.0,0.0,0,0.0,0.0
9b0cd14f-f996-4322-9c64-9f7500399848,current_unlabeled,ARG vs AUT,Will Austria have more shots on target than Argentina in the second half?,team_metric_more_than_opponent,shots_on_target,,second_half,Austria,Argentina,austria,argentina,,1883.4,1610.47,272.93000000000006,272.93000000000006,0.8279419856446318,1877.27,1597.4,279.8699999999999,1.45,1.0,1.0,1.0,15.0,13.0,2.0,27.0,25.0,2.0,3.0,2.2,0.7999999999999998,0.2,0.6,-0.39999999999999997,0.9,0.8,0.09999999999999998,1.5049868421052632,1.0160972222222222,0.488889619883041,0.9576973684210526,0.5233055555555555,0.4343918128654971,30.0,28.0,2.0,0.6782268922644844,0.14094510773551566,0.4992682801916166,0.38837222222222223,0.8799461538461539,0.46005384615384615,0,0.0,0.0,0,0.0,0.0
fb6a23ec-aa0c-4177-b1f4-dc11c5722541,current_unlabeled,ARG vs AUT,Will Marcel Sabitzer have at least 1 shot on target?,player_shot_on_target,shots_on_target,1,match,Argentina,Austria,argentina,austria,,1883.4,1610.47,272.93000000000006,272.93000000000006,0.8279419856446318,1877.27,1597.4,279.8699999999999,1.45,1.0,1.0,1.0,15.0,13.0,2.0,27.0,25.0,2.0,3.0,2.2,0.7999999999999998,0.2,0.6,-0.39999999999999997,0.9,0.8,0.09999999999999998,1.5049868421052632,1.0160972222222222,0.488889619883041,0.9576973684210526,0.5233055555555555,0.4343918128654971,30.0,28.0,2.0,0.6782268922644844,0.14094510773551566,0.4992682801916166,0.38837222222222223,0.8799461538461539,0.46005384615384615,0,0.0,0.0,0,0.0,0.0
47c70f44-d6da-4dd4-9486-5bda8a49a50d,current_unlabeled,ARG vs AUT,Will the match have 2 or fewer total goals?,total_goals_under,goals,2,match,Argentina,Austria,argentina,austria,,1883.4,1610.47,272.93000000000006,272.93000000000006,0.8279419856446318,1877.27,1597.4,279.8699999999999,1.45,1.0,1.0,1.0,15.0,13.0,2.0,27.0,25.0,2.0,3.0,2.2,0.7999999999999998,0.2,0.6,-0.39999999999999997,0.9,0.8,0.09999999999999998,1.5049868421052632,1.0160972222222222,0.488889619883041,0.9576973684210526,0.5233055555555555,0.4343918128654971,30.0,28.0,2.0,0.6782268922644844,0.14094510773551566,0.4992682801916166,0.38837222222222223,0.8799461538461539,0.46005384615384615,0,0.0,0.0,0,0.0,0.0
04682a41-eef9-4316-bbc9-6078a5afcf6a,current_unlabeled,ARG vs AUT,Will the second half have more goals than the first half?,second_half_more_goals_than_first,goals,,second_half_vs_first_half,Argentina,Austria,argentina,austria,,1883.4,1610.47,272.93000000000006,272.93000000000006,0.8279419856446318,1877.27,1597.4,279.8699999999999,1.45,1.0,1.0,1.0,15.0,13.0,2.0,27.0,25.0,2.0,3.0,2.2,0.7999999999999998,0.2,0.6,-0.39999999999999997,0.9,0.8,0.09999999999999998,1.5049868421052632,1.0160972222222222,0.488889619883041,0.9576973684210526,0.5233055555555555,0.4343918128654971,30.0,28.0,2.0,0.6782268922644844,0.14094510773551566,0.4992682801916166,0.38837222222222223,0.8799461538461539,0.46005384615384615,0,0.0,0.0,0,0.0,0.0
9ae92a8b-0200-4282-8837-15f42e7b62cb,current_unlabeled,ARG vs AUT,Will there be 4 or more total cards shown?,total_metric_over,cards,4,match,Argentina,Austria,argentina,austria,,1883.4,1610.47,272.93000000000006,272.93000000000006,0.8279419856446318,1877.27,1597.4,279.8699999999999,1.45,1.0,1.0,1.0,15.0,13.0,2.0,27.0,25.0,2.0,3.0,2.2,0.7999999999999998,0.2,0.6,-0.39999999999999997,0.9,0.8,0.09999999999999998,1.5049868421052632,1.0160972222222222,0.488889619883041,0.9576973684210526,0.5233055555555555,0.4343918128654971,30.0,28.0,2.0,0.6782268922644844,0.14094510773551566,0.4992682801916166,0.38837222222222223,0.8799461538461539,0.46005384615384615,0,0.0,0.0,0,0.0,0.0
9910e386-d59f-46bb-b711-f3c2477918d0,current_unlabeled,BEL vs IRN,"At halftime, will Belgium be winning?",halftime_team_winning,goals,,halftime,Belgium,Iran,belgium,iran,,1738.8,1605.21,133.58999999999992,133.58999999999992,0.683305801293684,1742.24,1619.58,122.66000000000008,1.45,1.0,1.0,0.8,11.0,10.0,1.0,22.0,18.0,4.0,2.8,2.6,0.19999999999999973,0.8,1.0,-0.19999999999999996,0.6,0.5,0.09999999999999998,1.0132763157894737,1.0826,-0.06932368421052626,0.6023421052631579,0.5385384615384616,0.06380364372469627,29.0,31.0,-2.0,0.5216602477164449,0.24177575228355505,0.4580234219310263,0.46578333333333344,0.7727615384615385,0.5672384615384616,0,0.0,0.0,0,0.0,0.0
ddbdc801-59d8-45b6-a43f-62668cf25688,current_unlabeled,BEL vs IRN,Will Belgium have more shots on target than Iran in the second half?,team_metric_more_than_opponent,shots_on_target,,second_half,Belgium,Iran,belgium,iran,,1738.8,1605.21,133.58999999999992,133.58999999999992,0.683305801293684,1742.24,1619.58,122.66000000000008,1.45,1.0,1.0,0.8,11.0,10.0,1.0,22.0,18.0,4.0,2.8,2.6,0.19999999999999973,0.8,1.0,-0.19999999999999996,0.6,0.5,0.09999999999999998,1.0132763157894737,1.0826,-0.06932368421052626,0.6023421052631579,0.5385384615384616,0.06380364372469627,29.0,31.0,-2.0,0.5216602477164449,0.24177575228355505,0.4580234219310263,0.46578333333333344,0.7727615384615385,0.5672384615384616,0,0.0,0.0,0,0.0,0.0
48f23fba-8390-47f6-ab76-1f8e6b64d19c,current_unlabeled,BEL vs IRN,Will Belgium win the match?,match_winner,goals,,match,Belgium,Iran,belgium,iran,,1738.8,1605.21,133.58999999999992,133.58999999999992,0.683305801293684,1742.24,1619.58,122.66000000000008,1.45,1.0,1.0,0.8,11.0,10.0,1.0,22.0,18.0,4.0,2.8,2.6,0.19999999999999973,0.8,1.0,-0.19999999999999996,0.6,0.5,0.09999999999999998,1.0132763157894737,1.0826,-0.06932368421052626,0.6023421052631579,0.5385384615384616,0.06380364372469627,29.0,31.0,-2.0,0.5216602477164449,0.24177575228355505,0.4580234219310263,0.46578333333333344,0.7727615384615385,0.5672384615384616,0,0.0,0.0,0,0.0,0.0
378d7ae1-121e-48ff-8640-4ece6e7587e6,current_unlabeled,BEL vs IRN,Will Iran commit more fouls than Belgium?,team_metric_more_than_opponent,fouls,,match,Iran,Belgium,iran,belgium,,1738.8,1605.21,133.58999999999992,133.58999999999992,0.683305801293684,1742.24,1619.58,122.66000000000008,1.45,1.0,1.0,0.8,11.0,10.0,1.0,22.0,18.0,4.0,2.8,2.6,0.19999999999999973,0.8,1.0,-0.19999999999999996,0.6,0.5,0.09999999999999998,1.0132763157894737,1.0826,-0.06932368421052626,0.6023421052631579,0.5385384615384616,0.06380364372469627,29.0,31.0,-2.0,0.5216602477164449,0.24177575228355505,0.4580234219310263,0.46578333333333344,0.7727615384615385,0.5672384615384616,0,0.0,0.0,0,0.0,0.0
3252c61c-0764-476b-87dd-21d19991cb8f,current_unlabeled,BEL vs IRN,Will Mehdi Taremi score or assist a goal (excluding own goals)?,player_goal_or_assist,goal_or_assist,,match,Belgium,Iran,belgium,iran,,1738.8,1605.21,133.58999999999992,133.58999999999992,0.683305801293684,1742.24,1619.58,122.66000000000008,1.45,1.0,1.0,0.8,11.0,10.0,1.0,22.0,18.0,4.0,2.8,2.6,0.19999999999999973,0.8,1.0,-0.19999999999999996,0.6,0.5,0.09999999999999998,1.0132763157894737,1.0826,-0.06932368421052626,0.6023421052631579,0.5385384615384616,0.06380364372469627,29.0,31.0,-2.0,0.5216602477164449,0.24177575228355505,0.4580234219310263,0.46578333333333344,0.7727615384615385,0.5672384615384616,0,0.0,0.0,0,0.0,0.0
c42921f3-237e-4641-a49e-4dde222a215e,current_unlabeled,BEL vs IRN,Will Youri Tielemans have at least 1 shot on target?,player_shot_on_target,shots_on_target,1,match,Belgium,Iran,belgium,iran,,1738.8,1605.21,133.58999999999992,133.58999999999992,0.683305801293684,1742.24,1619.58,122.66000000000008,1.45,1.0,1.0,0.8,11.0,10.0,1.0,22.0,18.0,4.0,2.8,2.6,0.19999999999999973,0.8,1.0,-0.19999999999999996,0.6,0.5,0.09999999999999998,1.0132763157894737,1.0826,-0.06932368421052626,0.6023421052631579,0.5385384615384616,0.06380364372469627,29.0,31.0,-2.0,0.5216602477164449,0.24177575228355505,0.4580234219310263,0.46578333333333344,0.7727615384615385,0.5672384615384616,0,0.0,0.0,0,0.0,0.0
0834c43f-e082-4aef-a90b-7248ce4822d6,current_unlabeled,BEL vs IRN,Will both teams score AND the match have 3 or more total goals?,both_teams_score_and_total_goals,goals,3,match,Belgium,Iran,belgium,iran,,1738.8,1605.21,133.58999999999992,133.58999999999992,0.683305801293684,1742.24,1619.58,122.66000000000008,1.45,1.0,1.0,0.8,11.0,10.0,1.0,22.0,18.0,4.0,2.8,2.6,0.19999999999999973,0.8,1.0,-0.19999999999999996,0.6,0.5,0.09999999999999998,1.0132763157894737,1.0826,-0.06932368421052626,0.6023421052631579,0.5385384615384616,0.06380364372469627,29.0,31.0,-2.0,0.5216602477164449,0.24177575228355505,0.4580234219310263,0.46578333333333344,0.7727615384615385,0.5672384615384616,0,0.0,0.0,0,0.0,0.0
78cd1057-de3a-4456-99f2-f7f7b128853e,current_unlabeled,BEL vs IRN,Will there be 2 or more total cards shown in the second half?,total_metric_over,cards,2,second_half,Belgium,Iran,belgium,iran,,1738.8,1605.21,133.58999999999992,133.58999999999992,0.683305801293684,1742.24,1619.58,122.66000000000008,1.45,1.0,1.0,0.8,11.0,10.0,1.0,22.0,18.0,4.0,2.8,2.6,0.19999999999999973,0.8,1.0,-0.19999999999999996,0.6,0.5,0.09999999999999998,1.0132763157894737,1.0826,-0.06932368421052626,0.6023421052631579,0.5385384615384616,0.06380364372469627,29.0,31.0,-2.0,0.5216602477164449,0.24177575228355505,0.4580234219310263,0.46578333333333344,0.7727615384615385,0.5672384615384616,0,0.0,0.0,0,0.0,0.0
476c7adb-322e-4c71-8a88-c4e007875d6a,current_unlabeled,BEL vs IRN,Will there be 4 or more total shots on target in the second half?,total_metric_over,shots_on_target,4,second_half,Belgium,Iran,belgium,iran,,1738.8,1605.21,133.58999999999992,133.58999999999992,0.683305801293684,1742.24,1619.58,122.66000000000008,1.45,1.0,1.0,0.8,11.0,10.0,1.0,22.0,18.0,4.0,2.8,2.6,0.19999999999999973,0.8,1.0,-0.19999999999999996,0.6,0.5,0.09999999999999998,1.0132763157894737,1.0826,-0.06932368421052626,0.6023421052631579,0.5385384615384616,0.06380364372469627,29.0,31.0,-2.0,0.5216602477164449,0.24177575228355505,0.4580234219310263,0.46578333333333344,0.7727615384615385,0.5672384615384616,0,0.0,0.0,0,0.0,0.0
ca95ec67-d6ec-4f79-9f5e-c992bf490413,current_unlabeled,BEL vs IRN,Will there be 9 or more total corner kicks?,total_metric_over,corners,9,match,Belgium,Iran,belgium,iran,,1738.8,1605.21,133.58999999999992,133.58999999999992,0.683305801293684,1742.24,1619.58,122.66000000000008,1.45,1.0,1.0,0.8,11.0,10.0,1.0,22.0,18.0,4.0,2.8,2.6,0.19999999999999973,0.8,1.0,-0.19999999999999996,0.6,0.5,0.09999999999999998,1.0132763157894737,1.0826,-0.06932368421052626,0.6023421052631579,0.5385384615384616,0.06380364372469627,29.0,31.0,-2.0,0.5216602477164449,0.24177575228355505,0.4580234219310263,0.46578333333333344,0.7727615384615385,0.5672384615384616,0,0.0,0.0,0,0.0,0.0
25b4e89d-d717-428e-8b64-2fa6a74dab66,current_unlabeled,BIH vs QAT,"In the second half, will Bosnia and Herzegovina have more corner kicks than Qatar?",team_metric_more_than_opponent,corners,,second_half,Bosnia and Herzegovina,Qatar,bosnia and herzegovina,qatar,,1395.9,1413.38,-17.480000000000018,17.480000000000018,0.4748654615099248,1387.22,1450.31,-63.08999999999992,1.45,1.0,1.0,0.8,4.0,2.0,2.0,13.0,7.0,6.0,0.8,0.2,0.6000000000000001,1.4,2.2,-0.8000000000000003,0.2,0.1,0.1,0.567140625,0.6965274725274725,-0.12938684752747254,-0.26484375,-0.12260439560439561,-0.14223935439560437,25.0,38.0,-13.0,0.34047473697892405,0.376517263021076,0.4225822557824228,0.5302888888888889,0.6565538461538462,0.6834461538461539,0,0.0,0.0,0,0.0,0.0
da424c44-408a-482c-8fda-ab8e654fdcf8,current_unlabeled,BIH vs QAT,Will Bosnia and Herzegovina receive more cards than Qatar?,team_metric_more_than_opponent,cards,,match,Bosnia and Herzegovina,Qatar,bosnia and herzegovina,qatar,,1395.9,1413.38,-17.480000000000018,17.480000000000018,0.4748654615099248,1387.22,1450.31,-63.08999999999992,1.45,1.0,1.0,0.8,4.0,2.0,2.0,13.0,7.0,6.0,0.8,0.2,0.6000000000000001,1.4,2.2,-0.8000000000000003,0.2,0.1,0.1,0.567140625,0.6965274725274725,-0.12938684752747254,-0.26484375,-0.12260439560439561,-0.14223935439560437,25.0,38.0,-13.0,0.34047473697892405,0.376517263021076,0.4225822557824228,0.5302888888888889,0.6565538461538462,0.6834461538461539,0,0.0,0.0,0,0.0,0.0
4c602eb6-bb78-42ab-ab63-19f78b237419,current_unlabeled,BIH vs QAT,Will Bosnia and Herzegovina score more goals than Qatar in the second half?,team_metric_more_than_opponent,goals,,second_half,Bosnia and Herzegovina,Qatar,bosnia and herzegovina,qatar,,1395.9,1413.38,-17.480000000000018,17.480000000000018,0.4748654615099248,1387.22,1450.31,-63.08999999999992,1.45,1.0,1.0,0.8,4.0,2.0,2.0,13.0,7.0,6.0,0.8,0.2,0.6000000000000001,1.4,2.2,-0.8000000000000003,0.2,0.1,0.1,0.567140625,0.6965274725274725,-0.12938684752747254,-0.26484375,-0.12260439560439561,-0.14223935439560437,25.0,38.0,-13.0,0.34047473697892405,0.376517263021076,0.4225822557824228,0.5302888888888889,0.6565538461538462,0.6834461538461539,0,0.0,0.0,0,0.0,0.0
